Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
616,358.3,357.8,358.58,359.27,358.69,360.67,358.33,359.18,361.16,384.15,344.03,407.87868447338,414.185132934253,339.30165961858,309.383730735203,301.992043902049,300.413501353988,300.085624240323,300.017724332993,300.003677796685,300.000892543116,300.00117682525,0.1575,25900,100,0.98
617,358.28,357.78,358.57,359.25,358.68,360.65,358.32,359.17,361.26,384.45,344.35,407.989902102971,414.324189504361,339.379742601349,309.407445458902,301.997443134634,300.414637793976,300.085859640504,300.017773045455,300.003687944149,300.000895149647,300.001179024841,0.1575,25900,100,0.98
618,358.25,357.75,358.55,359.24,358.67,360.64,358.31,359.16,361.37,384.66,344.67,408.100942754016,414.463096410468,339.457828512002,309.431187557906,302.002851828121,300.415776417052,300.086095498433,300.017821852825,300.003698111567,300.000897761612,300.001181229097,0.1575,25900,100,0.98
619,358.23,357.74,358.53,359.23,358.65,360.63,358.3,359.16,361.48,384.99,345.01,408.211806802406,414.601853811963,339.535917192726,309.454956998689,302.008269993156,300.416917227618,300.086331815125,300.017870755318,300.003708298984,300.000900379024,300.001183438028,0.1575,25900,100,0.98
620,358.2,357.72,358.52,359.21,358.65,360.6,358.3,359.15,361.58,385.43,345.33,408.322494619399,414.740461871061,339.614008486582,309.478753747592,302.013697640345,300.418060230082,300.086568591597,300.017919753147,300.003718506445,300.000903001894,300.001185651644,0.1575,25900,100,0.98
621,358.17,357.7,358.5,359.19,358.63,360.57,358.28,359.14,361.68,385.75,345.67,408.43300657514,414.878920750146,339.692102237271,309.502577770822,302.019134780251,300.419205428857,300.086805828871,300.017968846527,300.003728733995,300.000905630234,300.001187869957,0.1575,25900,100,0.98
622,358.14,357.68,358.49,359.18,358.61,360.56,358.26,359.14,361.79,385.82,346.02,408.543343041906,415.017230609009,339.770198288856,309.526429034446,302.024581423394,300.42035282836,300.087043527971,300.018018035675,300.003738981681,300.000908264057,300.001190092975,0.1575,25900,100,0.98
623,358.11,357.66,358.47,359.16,358.61,360.55,358.27,359.13,361.9,385.96,346.38,408.653504387104,415.155391610978,339.848296486325,309.550307504393,302.03003758025,300.421502433014,300.087281689921,300.018067320806,300.003749249548,300.000910903375,300.00119232071,0.1575,25900,100,0.98
624,358.08,357.63,358.45,359.14,358.59,360.53,358.25,359.11,362.07,386.57,346.86,408.7634909781,415.293403918231,339.926396675187,309.574213146465,302.035503261255,300.422654247247,300.087520315749,300.018116702137,300.003759537641,300.0009135482,300.001194553171,0.1575,25900,100,0.98
625,358.04,357.6,358.42,359.12,358.57,360.52,358.23,359.1,362.25,387.13,347.32,408.873303185467,415.431267689914,340.004498701223,309.598145926312,302.040978476797,300.42380827549,300.087759406487,300.018166179885,300.003769846007,300.000916198545,300.00119679037,0.1575,25900,100,0.98
626,358.02,357.59,358.41,359.12,358.56,360.51,358.22,359.1,362.37,387.5,347.63,408.982941374803,415.568983088252,340.082602411166,309.622105809475,302.046463237225,300.424964522182,300.087998963168,300.018215754268,300.003780174692,300.000918854421,300.001199032316,0.1575,25900,100,0.98
627,357.99,357.57,358.4,359.11,358.55,360.5,358.21,359.08,362.49,388.07,347.95,409.092405908934,415.706550276904,340.160707652469,309.646092761361,302.051957552842,300.426122991764,300.088238986827,300.018265425504,300.003790523742,300.00092151584,300.001201279021,0.1575,25900,100,0.98
628,357.97,357.56,358.4,359.1,358.53,360.49,358.21,359.08,362.61,388.71,348.26,409.201697154708,415.843969415889,340.238814272785,309.670106747229,302.057461433907,300.427283688684,300.088479478503,300.018315193813,300.003800893203,300.000924182816,300.001203530494,0.1575,25900,100,0.98
629,357.95,357.55,358.4,359.07,358.54,360.47,358.22,359.06,362.71,388.98,348.57,409.310815474814,415.981240667439,340.316922120626,309.694147732224,302.062974890635,300.428446617392,300.088720439236,300.018365059413,300.003811283121,300.000926855361,300.001205786746,0.1575,25900,100,0.98
630,357.92,357.53,358.39,359.04,358.52,360.45,358.2,359.05,362.81,388.86,348.86,409.419761231255,416.118364193782,340.395031045103,309.718215681371,302.068497933199,300.429611782346,300.08896187007,300.018415022526,300.003821693544,300.000929533487,300.001208047788,0.1575,25900,100,0.98
631,357.89,357.51,358.36,359.04,358.51,360.44,358.19,359.04,362.9,389.02,349.15,409.528534785291,416.255340156931,340.473140895882,309.74231055956,302.074030571725,300.430779188005,300.089203772049,300.018465083371,300.003832124518,300.000932217206,300.00121031363,0.1575,25900,100,0.98
632,357.86,357.49,358.35,359.02,358.5,360.43,358.18,359.04,362.99,389.69,349.43,409.637136499054,416.39216871749,340.551251523067,309.766432331549,302.079572816296,300.431948838836,300.089446146223,300.018515242171,300.00384257609,300.00093490653,300.001212584283,0.1575,25900,100,0.98
633,357.81,357.46,358.33,359.01,358.48,360.42,358.17,359.02,363.12,390.02,349.85,409.745566732016,416.528850037583,340.629362777496,309.790580961982,302.08512467695,300.433120739308,300.089688993643,300.018565499148,300.003853048306,300.000937601474,300.001214859758,0.1575,25900,100,0.98
634,357.76,357.42,358.3,358.99,358.46,360.4,358.14,359.02,363.25,390.09,350.27,409.853825841631,416.665384279885,340.70747451073,309.814756415395,302.090686163682,300.434294893895,300.08993231536,300.018615854522,300.003863541215,300.000940302048,300.001217140065,0.1575,25900,100,0.98
635,357.73,357.4,358.3,358.99,358.45,360.4,358.14,359.02,363.33,390.38,350.57,409.961914187491,416.801771604968,340.785586574583,309.838958656169,302.096257286439,300.435471307076,300.090176112432,300.018666308519,300.003874054862,300.000943008266,300.001219425214,0.1575,25900,100,0.98
636,357.7,357.39,358.29,358.97,358.44,360.38,358.14,359.01,363.41,390.9,350.85,410.069832123294,416.938012177175,340.86369882194,309.863187648612,302.101838055127,300.436649983334,300.090420385917,300.018716861362,300.003884589295,300.00094572014,300.001221715218,0.1575,25900,100,0.98
637,357.67,357.36,358.28,358.96,358.44,360.37,358.12,358.99,363.5,391.04,351.12,410.177580010707,417.074106153908,340.941811105474,309.887443356855,302.107428479603,300.437830927156,300.090665136874,300.018767513275,300.003895144563,300.000948437683,300.001224010085,0.1575,25900,100,0.98
638,357.64,357.34,358.26,358.95,358.43,360.36,358.12,358.98,363.59,390.9,351.4,410.285158197775,417.210053702409,341.019923279563,309.911725744987,302.113028569683,300.439014143034,300.090910366369,300.018818264482,300.003905720712,300.000951160907,300.001226309828,0.1575,25900,100,0.98
639,357.62,357.31,358.26,358.92,358.41,360.35,358.12,358.98,363.68,391.32,351.67,410.392567041231,417.345854982654,341.098035198288,309.936034776918,302.118638335134,300.440199635463,300.091156075466,300.018869115211,300.00391631779,300.000953889825,300.001228614457,0.1575,25900,100,0.98
640,357.58,357.3,358.26,358.91,358.41,360.33,358.11,358.97,363.77,391.72,351.93,410.499806899571,417.479925605539,341.177857184861,309.960531231034,302.124051282138,300.441322176613,300.091387931648,300.018917079342,300.00392630808,300.000956457863,300.001230782553,0.1575,25900,100,0.98
641,357.55,357.27,358.24,358.89,358.39,360.33,358.1,358.97,363.85,391.89,352.19,410.60580245628,417.616171007211,341.256185404669,309.984913181542,302.129665999137,300.442507307957,300.091633518256,300.018967904238,300.003936899389,300.000959185559,300.001233086245,0.1575,25900,100,0.98
642,357.5,357.23,358.23,358.87,358.39,360.32,358.09,358.95,363.99,392.27,352.59,410.71263496027,417.751477171452,341.334422619254,310.009316527112,302.135289931061,300.443694722516,300.091879577765,300.019018826488,300.003947511505,300.000961918879,300.00123539476,0.1575,25900,100,0.98
643,357.44,357.2,358.21,358.87,358.37,360.3,358.08,358.96,364.12,392.22,352.96,410.819299034016,417.886637116904,341.41265996643,310.03374680052,302.140923422801,300.444884356426,300.092126103164,300.019069845366,300.003958143944,300.000964657731,300.001237708022,0.1575,25900,100,0.98
644,357.41,357.17,358.2,358.85,358.36,360.29,358.07,358.94,364.21,392.55,353.21,410.925795032892,418.021651004146,341.490897297512,310.058203968651,302.146569431518,300.446076213806,300.092373095395,300.019120961072,300.003968796746,300.000967402126,300.001240026042,0.1575,25900,100,0.98
645,357.38,357.14,358.19,358.84,358.36,360.27,358.07,358.93,364.3,392.91,353.45,411.032123305319,418.156518998397,341.56913446492,310.082687998287,302.15224178741,300.447270298781,300.092620555404,300.019172173805,300.003979469954,300.000970152076,300.001242348828,0.1575,25900,100,0.98
646,357.35,357.12,358.18,358.82,358.35,360.27,358.06,358.92,364.37,392.93,353.68,411.138284206363,418.291241259137,341.647371320987,310.107198856032,302.157923822031,300.448466615478,300.09286848414,300.019223483763,300.003990163611,300.00097290759,300.00124467639,0.1575,25900,100,0.98
647,357.31,357.09,358.17,358.81,358.35,360.25,358.05,358.92,364.45,393.14,353.92,411.244278079722,418.425817953833,341.725607719563,310.131736508422,302.163615545475,300.449665168035,300.093116882552,300.019274891148,300.004000877758,300.000975668682,300.001247008737,0.1575,25900,100,0.98
648,357.28,357.06,358.16,358.81,358.34,360.24,358.05,358.92,364.53,393.8,354.17,411.350105276664,418.560249243298,341.803843514296,310.156300921814,302.1693169678,300.450865960589,300.093365751592,300.019326396158,300.004011612438,300.000978435361,300.00124934588,0.1575,25900,100,0.98
649,357.24,357.04,358.15,358.8,358.33,360.23,358.05,358.91,364.62,394.23,354.41,411.455766145217,418.694535290335,341.882078559605,310.180892062439,302.175028099028,300.452068997285,300.093615092214,300.019377998995,300.004022367693,300.00098120764,300.001251687828,0.1575,25900,100,0.98
650,357.21,357.01,358.14,358.8,358.32,360.23,358.04,358.91,364.69,394.12,354.64,411.561261034185,418.828676256425,341.960312710384,310.205509896391,302.180748949133,300.45327428227,300.093864905374,300.01942969986,300.004033143567,300.000983985529,300.00125403459,0.1575,25900,100,0.98
651,357.15,356.96,358.12,358.78,358.3,360.21,358.02,358.9,364.81,394.55,354.96,411.666590284622,418.962672308285,342.038545822666,310.230154389681,302.186479528068,300.454481819699,300.094115192031,300.019481498955,300.004043940101,300.000986769041,300.001256386176,0.1575,25900,100,0.98
652,357.09,356.92,358.08,358.77,358.29,360.2,358.01,358.9,364.92,395.18,355.28,411.771754248204,419.096523603658,342.116777752023,310.254825508119,302.192219845743,300.455691613728,300.094365953144,300.019533396483,300.004054757339,300.000989558186,300.001258742596,0.1575,25900,100,0.98
653,357.06,356.9,358.08,358.76,358.29,360.19,358.01,358.9,365.0,395.28,355.5,411.876753259547,419.230230312956,342.195008356074,310.279523217492,302.197969912032,300.456903668523,300.094617189675,300.019585392644,300.004065595323,300.000992352975,300.00126110386,0.1575,25900,100,0.98
654,357.02,356.87,358.07,358.75,358.28,360.19,358.0,358.89,365.08,395.25,355.71,411.981587672101,419.363792591083,342.273237491176,310.304247483338,302.20372973677,300.458117988249,300.094868902589,300.019637487643,300.004076454097,300.000995153421,300.001263469976,0.1575,25900,100,0.98
655,356.97,356.84,358.05,358.74,358.27,360.18,357.99,358.89,365.16,395.55,355.93,412.086257823198,419.497210605004,342.351465015686,310.328998271163,302.209499329754,300.459334577078,300.095121092852,300.019689681684,300.004087333703,300.000997959535,300.001265840956,0.1575,25900,100,0.98
656,356.94,356.83,358.03,358.73,358.26,360.17,357.99,358.89,365.24,395.56,356.19,412.190764051776,419.630484519557,342.429690788252,310.353775546343,302.215278700749,300.460553439187,300.095373761432,300.01974197497,300.004098234185,300.001000771328,300.001268216809,0.1575,25900,100,0.98
657,356.91,356.79,358.03,358.71,358.26,360.15,357.99,358.88,365.31,395.99,356.47,412.29510670513,419.763614492274,342.507914667237,310.378579274069,302.221067859481,300.461774578759,300.0956269093,300.019794367706,300.004109155585,300.001003588811,300.001270597544,0.1575,25900,100,0.98
658,356.88,356.75,358.01,358.7,358.23,360.15,357.97,358.89,365.39,396.16,356.72,412.399286114968,419.896600692668,342.586136512975,310.403409419498,302.226866815628,300.462997999975,300.095880537428,300.019846860097,300.004120097948,300.001006411997,300.001272983172,0.1575,25900,100,0.98
659,356.83,356.72,357.99,358.7,358.23,360.14,357.96,358.88,365.47,396.2,357.0,412.503302627631,420.029443277309,342.664356184834,310.428265947588,302.232675578846,300.464223707029,300.09613464679,300.019899452348,300.004131061316,300.001009240897,300.001275373702,0.1575,25900,100,0.98
660,356.77,356.69,357.98,358.67,358.23,360.13,357.96,358.87,365.59,396.65,357.42,412.607156576956,420.162142412665,342.742573543893,310.453148823233,302.238494158739,300.465451704113,300.096389238363,300.019952144665,300.004142045734,300.001012075522,300.001277769145,0.1575,25900,100,0.98
661,356.72,356.64,357.97,358.66,358.22,360.12,357.95,358.87,365.7,397.35,357.78,412.710848301498,420.294698260054,342.820788451193,310.478058011197,302.244322564889,300.466681995428,300.096644313126,300.020004937255,300.004153051245,300.001014915885,300.001280169509,0.1575,25900,100,0.98
662,356.68,356.61,357.93,358.67,358.21,360.13,357.95,358.87,365.76,397.39,358.01,412.814378133641,420.427110985723,342.899000768927,310.502993476137,302.250160806818,300.467914585176,300.096899872059,300.020057830324,300.004164077893,300.001017761996,300.001282574805,0.1575,25900,100,0.98
663,356.64,356.59,357.93,358.65,358.21,360.12,357.94,358.87,365.84,397.31,358.24,412.917746414728,420.55938074748,342.977210358796,310.52795518255,302.256008894029,300.469149477564,300.097155916146,300.02011082408,300.004175125721,300.001020613868,300.001284985044,0.1575,25900,100,0.98
664,356.6,356.55,357.91,358.64,358.19,360.1,357.94,358.86,365.92,397.68,358.48,413.020953476969,420.69150770996,343.055417083894,310.552943094869,302.261866835976,300.470386676806,300.097412446371,300.020163918731,300.004186194774,300.001023471512,300.001287400234,0.1575,25900,100,0.98
665,356.56,356.52,357.9,358.61,358.18,360.09,357.93,358.85,366.0,397.88,358.74,413.123999650606,420.823492038713,343.133620807984,310.57795717742,302.267734642076,300.471626187116,300.09766946372,300.020217114485,300.004197285095,300.00102633494,300.001289820386,0.1575,25900,100,0.98
666,356.52,356.49,357.89,358.6,358.17,360.08,357.93,358.85,366.09,398.26,358.98,413.226885269649,420.955333895406,343.211821394895,310.602997394395,302.273612321709,300.472868012715,300.097926969184,300.02027041155,300.00420839673,300.001029204164,300.00129224551,0.1575,25900,100,0.98
667,356.49,356.47,357.88,358.59,358.17,360.07,357.93,358.84,366.16,398.51,359.25,413.329610669588,421.087033440045,343.290018708802,310.628063709847,302.279499884212,300.474112157828,300.098184963753,300.020323810137,300.004219529722,300.001032079195,300.001294675616,0.1575,25900,100,0.98
668,356.45,356.45,357.87,358.58,358.16,360.06,357.92,358.84,366.23,398.74,359.49,413.432176181059,421.218590835474,343.368212614755,310.653156087756,302.285397338891,300.475358626683,300.09844344842,300.020377310454,300.004230684115,300.001034960046,300.001297110714,0.1575,25900,100,0.98
669,356.39,356.39,357.85,358.56,358.15,360.05,357.91,358.84,366.33,398.82,359.83,413.534582128611,421.350006249015,343.446402978943,310.67827449203,302.291304695,300.476607423514,300.098702424181,300.020430912713,300.004241859955,300.001037846728,300.001299550815,0.1575,25900,100,0.98
670,356.32,356.35,357.83,358.56,358.13,360.05,357.9,358.84,366.45,398.89,360.17,413.636828849833,421.48127983656,343.524589666637,310.703418886374,302.297221961765,300.477858552558,300.098961892033,300.020484617123,300.004253057285,300.001040739253,300.001301995927,0.1575,25900,100,0.98
671,356.3,356.32,357.82,358.55,358.13,360.04,357.91,358.83,366.54,398.83,360.41,413.738916663615,421.612411768694,343.602772545509,310.728589234515,302.303149148367,300.479112018055,300.099221852975,300.020538423897,300.00426427615,300.001043637634,300.001304446062,0.1575,25900,100,0.98
672,356.25,356.29,357.82,358.54,358.12,360.03,357.9,358.83,366.62,398.85,360.68,413.840845905483,421.74340220153,343.680951481942,310.75378549994,302.309086263945,300.48036782425,300.09948230801,300.020592333245,300.004275516596,300.001046541881,300.00130690123,0.1575,25900,100,0.98
673,356.21,356.26,357.8,358.53,358.11,360.02,357.9,358.83,366.68,398.98,360.95,413.942616898089,421.874251301059,343.759126344107,310.779007646132,302.315033317603,300.481625975393,300.09974325814,300.02064634538,300.004286778667,300.001049452008,300.00130936144,0.1575,25900,100,0.98
674,356.16,356.22,357.78,358.51,358.1,360.01,357.88,358.82,366.74,399.25,361.21,414.044229968483,422.004959228865,343.837297000166,310.804255636432,302.320990318403,300.482886475737,300.100004704372,300.020700460514,300.004298062407,300.001052368025,300.001311826704,0.1575,25900,100,0.98
675,356.14,356.2,357.77,358.51,358.09,360.0,357.87,358.82,366.82,399.79,361.45,414.145685444649,422.135526145295,343.915463318616,310.829529434055,302.326957275365,300.484149329538,300.100266647714,300.020754678862,300.004309367864,300.001055289945,300.00131429703,0.1575,25900,100,0.98
676,356.09,356.16,357.75,358.5,358.08,359.99,357.86,358.81,366.91,400.1,361.66,414.246983648777,422.265952214359,343.993625169013,310.854829002169,302.332934197472,300.485414541058,300.100529089175,300.020809000636,300.00432069508,300.001058217781,300.00131677243,0.1575,25900,100,0.98
677,356.04,356.13,357.74,358.48,358.07,359.96,357.85,358.8,366.98,400.06,361.88,414.348124903881,422.396237599021,344.07178242127,310.880154303821,302.338921093662,300.48668211456,300.100792029768,300.02086342605,300.004332044103,300.001061151543,300.001319252914,0.1575,25900,100,0.98
678,355.99,356.08,357.73,358.48,358.07,359.96,357.85,358.81,367.1,400.19,362.21,414.449109528252,422.52638246518,344.149934946229,310.905505301994,302.344917972838,300.487952054314,300.101055470506,300.02091795532,300.004343414976,300.001064091245,300.001321738492,0.1575,25900,100,0.98
