Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,h,flux,abs,surf
781,359.69,358.86,359.54,359.7,359.24,361.21,358.8,359.25,355.91,335.72,0.1575,25900,20,0.98
782,359.64,358.84,359.51,359.65,359.23,361.21,358.82,359.3,355.74,335.33,0.1575,25900,20,0.98
783,359.61,358.76,359.47,359.62,359.22,361.22,358.93,359.43,355.74,334.97,0.1575,25900,20,0.98
784,359.6,358.73,359.44,359.6,359.21,361.23,359.04,359.5,355.88,334.72,0.1575,25900,20,0.98
785,359.6,358.76,359.4,359.6,359.2,361.26,359.22,359.69,356.2,334.5,0.1575,25900,20,0.98
786,359.58,358.74,359.35,359.61,359.2,361.29,359.35,359.88,356.51,334.31,0.1575,25900,20,0.98
787,359.56,358.72,359.32,359.63,359.21,361.34,359.4,360.07,356.72,334.22,0.1575,25900,20,0.98
788,359.55,358.7,359.3,359.64,359.22,361.38,359.47,360.22,356.98,334.19,0.1575,25900,20,0.98
789,359.54,358.69,359.28,359.68,359.24,361.43,359.55,360.35,357.27,334.25,0.1575,25900,20,0.98
790,359.53,358.69,359.27,359.72,359.27,361.49,359.63,360.48,357.59,334.35,0.1575,25900,20,0.98
791,359.52,358.69,359.26,359.74,359.3,361.52,359.69,360.57,357.91,334.47,0.1575,25900,20,0.98
792,359.51,358.7,359.25,359.76,359.32,361.56,359.76,360.64,358.2,334.59,0.1575,25900,20,0.98
793,359.5,358.72,359.25,359.8,359.36,361.62,359.8,360.69,358.43,334.7,0.1575,25900,20,0.98
794,359.5,358.74,359.25,359.84,359.4,361.67,359.79,360.77,358.76,334.8,0.1575,25900,20,0.98
795,359.5,358.76,359.25,359.87,359.45,361.72,359.82,360.88,359.1,334.86,0.1575,25900,20,0.98
796,359.51,358.79,359.27,359.9,359.49,361.75,359.85,360.94,359.32,334.86,0.1575,25900,20,0.98
797,359.52,358.8,359.27,359.92,359.53,361.78,359.94,360.95,359.52,334.85,0.1575,25900,20,0.98
798,359.53,358.81,359.27,359.94,359.55,361.8,360.03,360.97,359.7,334.84,0.1575,25900,20,0.98
799,359.53,358.83,359.28,359.96,359.59,361.84,360.14,361.06,359.86,334.86,0.1575,25900,20,0.98
800,359.54,358.84,359.29,359.97,359.62,361.87,360.22,361.19,359.97,334.88,0.1575,25900,20,0.98
801,359.56,358.85,359.29,360.0,359.64,361.91,360.27,361.31,360.03,334.94,0.1575,25900,20,0.98
802,359.56,358.86,359.3,360.01,359.68,361.93,360.31,361.41,360.05,335.0,0.1575,25900,20,0.98
803,359.57,358.89,359.3,360.04,359.7,361.95,360.31,361.48,360.04,335.11,0.1575,25900,20,0.98
804,359.57,358.9,359.31,360.05,359.72,361.97,360.3,361.53,360.01,335.19,0.1575,25900,20,0.98
805,359.57,358.91,359.31,360.06,359.74,361.98,360.31,361.53,359.97,335.27,0.1575,25900,20,0.98
806,359.57,358.91,359.31,360.06,359.73,361.98,360.31,361.51,359.94,335.34,0.1575,25900,20,0.98
807,359.57,358.93,359.31,360.06,359.74,361.99,360.32,361.54,359.92,335.43,0.1575,25900,20,0.98
808,359.57,358.94,359.31,360.06,359.75,362.0,360.33,361.63,359.93,335.53,0.1575,25900,20,0.98
809,359.57,358.94,359.3,360.06,359.74,362.01,360.36,361.72,359.93,335.62,0.1575,25900,20,0.98
810,359.56,358.93,359.31,360.07,359.75,362.04,360.4,361.82,359.94,335.71,0.1575,25900,20,0.98
811,359.56,358.92,359.31,360.07,359.75,362.06,360.44,361.9,359.96,335.82,0.1575,25900,20,0.98
812,359.53,358.88,359.3,360.07,359.77,362.07,360.52,361.93,359.99,336.02,0.1575,25900,20,0.98
813,359.51,358.87,359.29,360.07,359.77,362.08,360.61,361.99,360.1,336.26,0.1575,25900,20,0.98
814,359.48,358.86,359.28,360.08,359.78,362.1,360.67,362.02,360.22,336.44,0.1575,25900,20,0.98
815,359.47,358.86,359.29,360.07,359.79,362.12,360.71,362.06,360.41,336.62,0.1575,25900,20,0.98
816,359.45,358.86,359.29,360.06,359.81,362.13,360.77,362.13,360.61,336.8,0.1575,25900,20,0.98
817,359.43,358.87,359.29,360.07,359.82,362.15,360.82,362.19,360.8,336.97,0.1575,25900,20,0.98
818,359.41,358.88,359.3,360.07,359.83,362.16,360.87,362.24,360.98,337.14,0.1575,25900,20,0.98
819,359.4,358.88,359.3,360.08,359.84,362.17,360.91,362.27,361.14,337.32,0.1575,25900,20,0.98
820,359.4,358.89,359.32,360.09,359.86,362.2,360.95,362.29,361.27,337.5,0.1575,25900,20,0.98
821,359.37,358.89,359.31,360.09,359.87,362.22,360.99,362.33,361.47,337.78,0.1575,25900,20,0.98
822,359.35,358.89,359.31,360.09,359.88,362.24,361.03,362.37,361.68,338.07,0.1575,25900,20,0.98
823,359.35,358.88,359.32,360.1,359.9,362.27,361.07,362.42,361.8,338.28,0.1575,25900,20,0.98
824,359.34,358.89,359.31,360.11,359.91,362.29,361.11,362.46,361.92,338.5,0.1575,25900,20,0.98
825,359.33,358.88,359.31,360.1,359.91,362.31,361.13,362.49,362.01,338.7,0.1575,25900,20,0.98
826,359.33,358.89,359.33,360.11,359.93,362.34,361.18,362.51,362.09,338.92,0.1575,25900,20,0.98
