Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,369.39,371.19,372.06,372.91,372.45,374.58,372.39,373.56,370.53,344.81
1,369.35,371.15,372.06,372.91,372.45,374.59,372.4,373.62,370.52,344.86
2,369.3,371.1,372.06,372.9,372.45,374.6,372.41,373.68,370.5,344.9
3,369.26,371.06,372.04,372.91,372.44,374.61,372.43,373.68,370.49,344.91
4,369.24,371.02,372.05,372.9,372.43,374.62,372.45,373.67,370.49,344.93
5,369.21,370.98,372.03,372.9,372.43,374.64,372.46,373.67,370.55,344.95
6,369.17,370.94,372.02,372.89,372.43,374.65,372.47,373.67,370.58,345.01
7,369.12,370.88,372.0,372.89,372.42,374.65,372.47,373.68,370.61,345.09
8,369.05,370.83,371.97,372.88,372.4,374.66,372.48,373.7,370.67,345.19
9,369.01,370.81,371.96,372.86,372.41,374.66,372.5,373.73,370.74,345.26
10,368.96,370.79,371.96,372.86,372.4,374.67,372.5,373.75,370.8,345.28
11,368.91,370.76,371.94,372.84,372.4,374.66,372.5,373.8,370.86,345.26
12,368.86,370.73,371.93,372.84,372.39,374.66,372.51,373.83,370.9,345.23
13,368.81,370.72,371.92,372.84,372.38,374.66,372.51,373.84,370.94,345.2
14,368.76,370.69,371.9,372.83,372.38,374.66,372.51,373.83,370.96,345.19
15,368.7,370.66,371.89,372.81,372.36,374.65,372.52,373.84,370.99,345.2
16,368.63,370.63,371.88,372.81,372.36,374.65,372.53,373.86,371.01,345.19
17,368.56,370.6,371.86,372.8,372.34,374.65,372.53,373.89,371.01,345.18
18,368.51,370.58,371.84,372.79,372.33,374.65,372.55,373.95,371.0,345.18
19,368.48,370.55,371.83,372.78,372.32,374.65,372.58,374.01,370.98,345.19
20,368.43,370.52,371.81,372.77,372.31,374.66,372.62,374.07,371.01,345.21
21,368.39,370.49,371.8,372.76,372.29,374.67,372.66,374.11,371.09,345.22
22,368.35,370.48,371.79,372.76,372.3,374.67,372.71,374.11,371.17,345.2
23,368.32,370.45,371.79,372.76,372.29,374.68,372.74,374.14,371.24,345.18
24,368.28,370.43,371.77,372.75,372.28,374.68,372.78,374.16,371.27,345.12
25,368.22,370.39,371.76,372.74,372.29,374.69,372.83,374.25,371.24,345.09
26,368.16,370.36,371.74,372.73,372.28,374.7,372.85,374.32,371.17,345.09
27,368.12,370.33,371.73,372.73,372.27,374.72,372.86,374.34,371.19,345.1
28,368.09,370.31,371.72,372.73,372.27,374.72,372.87,374.35,371.25,345.11
29,368.06,370.28,371.71,372.72,372.27,374.73,372.87,374.35,371.31,345.1
30,368.03,370.25,371.71,372.72,372.27,374.73,372.87,374.34,371.41,345.07
31,368.0,370.22,371.69,372.72,372.26,374.73,372.87,374.35,371.47,345.04
32,367.97,370.2,371.69,372.71,372.27,374.75,372.88,374.37,371.51,345.06
33,367.95,370.18,371.69,372.71,372.27,374.76,372.89,374.41,371.52,345.05
34,367.93,370.16,371.68,372.71,372.27,374.77,372.92,374.43,371.51,345.03
35,367.93,370.15,371.67,372.71,372.27,374.76,372.98,374.4,371.42,344.96
36,367.93,370.19,371.67,372.7,372.28,374.79,373.1,374.57,371.62,344.88
37,367.93,370.15,371.66,372.68,372.28,374.84,373.16,374.64,371.9,344.8
38,368.0,370.15,371.65,372.64,372.28,374.84,373.19,374.63,372.22,344.76
39,368.16,370.18,371.62,372.64,372.29,374.89,373.27,374.5,372.5,344.78
40,368.32,370.12,371.58,372.64,372.28,374.9,373.28,374.34,372.69,344.85
41,368.48,370.16,371.55,372.64,372.29,374.95,373.34,374.42,372.8,344.92
42,368.7,370.23,371.52,372.7,372.3,375.02,373.42,374.52,372.81,344.94
43,369.14,370.37,371.5,372.79,372.37,375.07,373.43,374.6,372.78,345.07
44,369.58,370.57,371.5,372.85,372.47,375.1,373.48,374.57,372.74,345.32
45,369.85,370.7,371.53,372.89,372.54,375.14,373.52,374.56,372.65,345.46
46,370.07,370.86,371.57,372.98,372.61,375.21,373.57,374.53,372.57,345.47
47,370.26,370.91,371.62,373.06,372.69,375.29,373.6,374.47,372.46,345.41
48,370.42,370.94,371.7,373.05,372.77,375.37,373.64,374.43,372.34,345.36
49,370.56,370.93,371.78,373.04,372.82,375.44,373.67,374.44,372.23,345.27
50,370.7,370.93,371.84,373.02,372.88,375.51,373.69,374.43,372.1,345.16
51,370.84,370.96,371.93,373.0,372.95,375.58,373.72,374.38,371.99,344.98
52,370.92,370.99,371.97,373.0,373.02,375.62,373.68,374.35,372.16,344.8
53,370.96,371.0,371.99,373.0,373.07,375.67,373.66,374.26,372.34,344.7
54,370.98,371.0,372.01,373.02,373.13,375.71,373.63,374.28,372.5,344.61
55,371.02,371.01,372.01,373.02,373.17,375.72,373.61,374.3,372.64,344.52
56,371.04,371.02,372.01,373.06,373.21,375.75,373.62,374.36,372.77,344.41
