Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
605,359.42,358.57,359.22,359.83,359.09,361.22,358.44,358.97,356.26,346.81,334.14
606,359.37,358.54,359.19,359.82,359.04,361.2,358.41,358.94,356.36,346.6,334.13
607,359.32,358.51,359.14,359.8,358.99,361.19,358.38,358.92,356.52,346.54,334.23
608,359.28,358.47,359.08,359.78,358.95,361.16,358.34,358.89,356.71,346.62,334.45
609,359.25,358.45,359.05,359.76,358.92,361.15,358.31,358.89,356.85,346.77,334.64
610,359.23,358.42,359.03,359.74,358.89,361.12,358.3,358.87,357.0,346.96,334.86
611,359.19,358.4,359.01,359.7,358.86,361.08,358.29,358.86,357.13,347.26,335.08
612,359.16,358.37,358.97,359.66,358.83,361.04,358.26,358.85,357.25,347.59,335.31
613,359.14,358.35,358.95,359.63,358.8,361.02,358.25,358.84,357.39,347.83,335.57
614,359.11,358.33,358.93,359.6,358.77,361.0,358.24,358.83,357.5,348.05,335.84
615,359.08,358.31,358.9,359.57,358.75,360.99,358.22,358.82,357.66,348.24,336.14
616,359.04,358.28,358.85,359.55,358.71,360.97,358.21,358.82,357.92,348.43,336.61
617,359.0,358.27,358.82,359.52,358.69,360.95,358.19,358.8,358.22,348.6,337.11
618,358.98,358.26,358.79,359.49,358.67,360.93,358.19,358.8,358.44,348.79,337.44
619,358.97,358.25,358.76,359.47,358.65,360.92,358.18,358.8,358.62,348.95,337.71
620,358.97,358.25,358.74,359.44,358.63,360.89,358.16,358.78,358.77,349.09,337.96
621,358.94,358.25,358.72,359.41,358.62,360.86,358.17,358.77,358.89,349.28,338.18
622,358.93,358.25,358.7,359.38,358.6,360.84,358.15,358.76,358.97,349.46,338.37
623,358.91,358.24,358.67,359.37,358.59,360.81,358.15,358.76,359.04,349.6,338.56
624,358.89,358.24,358.65,359.35,358.58,360.8,358.14,358.74,359.08,349.74,338.75
625,358.87,358.22,358.63,359.33,358.56,360.78,358.13,358.73,359.15,349.94,339.06
626,358.83,358.2,358.6,359.31,358.54,360.76,358.12,358.74,359.22,350.15,339.41
627,358.82,358.18,358.59,359.3,358.53,360.75,358.1,358.73,359.27,350.34,339.66
628,358.79,358.17,358.57,359.28,358.51,360.72,358.1,358.72,359.35,350.57,339.95
629,358.76,358.15,358.54,359.26,358.5,360.71,358.1,358.72,359.42,350.93,340.25
630,358.72,358.13,358.52,359.24,358.48,360.68,358.08,358.72,359.52,351.3,340.55
631,358.7,358.11,358.51,359.23,358.47,360.67,358.08,358.71,359.61,351.52,340.86
632,358.68,358.1,358.49,359.21,358.46,360.65,358.07,358.71,359.72,351.73,341.16
633,358.65,358.09,358.48,359.19,358.45,360.63,358.06,358.7,359.84,351.9,341.47
634,358.61,358.07,358.46,359.19,358.44,360.62,358.05,358.7,360.03,352.08,341.92
635,358.57,358.04,358.44,359.17,358.42,360.61,358.04,358.69,360.22,352.27,342.36
636,358.55,358.03,358.42,359.15,358.41,360.6,358.03,358.69,360.34,352.45,342.63
637,358.53,358.02,358.41,359.15,358.4,360.59,358.02,358.68,360.46,352.66,342.92
638,358.5,358.0,358.4,359.13,358.4,360.58,358.02,358.68,360.58,352.87,343.2
639,358.48,357.99,358.39,359.1,358.39,360.56,358.01,358.68,360.69,353.16,343.49
640,358.45,357.97,358.36,359.09,358.38,360.54,358.01,358.67,360.81,353.44,343.77
641,358.42,357.96,358.35,359.08,358.37,360.52,358.01,358.66,360.91,353.63,344.06
642,358.4,357.94,358.33,359.06,358.36,360.52,357.99,358.66,361.01,353.83,344.35
643,358.36,357.92,358.32,359.04,358.34,360.5,357.98,358.66,361.13,353.99,344.79
644,358.32,357.89,358.29,359.02,358.33,360.5,357.96,358.65,361.27,354.17,345.25
645,358.29,357.87,358.28,359.01,358.32,360.48,357.97,358.65,361.36,354.33,345.55
646,358.27,357.85,358.27,358.99,358.31,360.47,357.96,358.64,361.46,354.49,345.86
647,358.23,357.83,358.25,358.97,358.3,360.45,357.95,358.63,361.55,354.74,346.18
648,358.2,357.82,358.24,358.94,358.28,360.43,357.94,358.62,361.65,355.0,346.48
649,358.17,357.8,358.22,358.94,358.27,360.43,357.93,358.61,361.74,355.18,346.79
650,358.15,357.78,358.21,358.93,358.26,360.42,357.93,358.6,361.84,355.36,347.1
651,358.12,357.77,358.2,358.91,358.25,360.4,357.93,358.6,361.93,355.53,347.4
652,358.07,357.73,358.18,358.89,358.23,360.39,357.91,358.59,362.09,355.7,347.84
653,358.02,357.7,358.15,358.87,358.22,360.37,357.9,358.58,362.26,355.87,348.28
654,358.0,357.68,358.14,358.87,358.2,360.37,357.88,358.58,362.35,356.03,348.56
655,357.95,357.66,358.12,358.86,358.2,360.36,357.89,358.59,362.46,356.18,348.85
656,357.93,357.65,358.11,358.84,358.19,360.34,357.88,358.58,362.56,356.43,349.14
657,357.9,357.62,358.09,358.82,358.18,360.32,357.87,358.58,362.66,356.67,349.43
658,357.86,357.6,358.08,358.81,358.17,360.32,357.85,358.57,362.77,356.85,349.72
659,357.82,357.58,358.07,358.8,358.16,360.31,357.84,358.57,362.87,357.03,350.0
660,357.79,357.55,358.06,358.78,358.15,360.3,357.84,358.57,362.97,357.19,350.28
661,357.73,357.52,358.03,358.76,358.13,360.29,357.81,358.56,363.12,357.36,350.71
662,357.68,357.5,358.02,358.76,358.12,360.28,357.8,358.56,363.27,357.55,351.12
663,357.64,357.47,358.01,358.75,358.1,360.27,357.79,358.56,363.37,357.73,351.39
664,357.6,357.44,357.99,358.73,358.09,360.26,357.77,358.55,363.48,357.87,351.66
665,357.56,357.41,357.98,358.71,358.09,360.25,357.77,358.54,363.58,358.12,351.93
666,357.52,357.39,357.97,358.7,358.08,360.23,357.76,358.55,363.69,358.35,352.2
667,357.49,357.37,357.96,358.68,358.07,360.22,357.75,358.54,363.78,358.5,352.45
668,357.44,357.34,357.94,358.67,358.06,360.21,357.74,358.53,363.89,358.67,352.71
669,357.41,357.32,357.94,358.66,358.05,360.21,357.74,358.54,363.99,358.83,352.97
670,357.36,357.28,357.92,358.64,358.04,360.2,357.72,358.53,364.13,358.99,353.33
671,357.3,357.24,357.89,358.63,358.01,360.19,357.69,358.52,364.27,359.13,353.7
672,357.25,357.19,357.87,358.62,358.0,360.18,357.69,358.52,364.37,359.3,353.94
673,357.22,357.17,357.86,358.61,357.99,360.17,357.67,358.52,364.47,359.45,354.19
674,357.18,357.14,357.85,358.59,357.97,360.15,357.67,358.51,364.56,359.66,354.43
675,357.15,357.11,357.84,358.57,357.97,360.14,357.67,358.5,364.66,359.87,354.68
676,357.12,357.08,357.83,358.55,357.97,360.13,357.67,358.49,364.77,360.0,354.93
677,357.09,357.05,357.83,358.54,357.97,360.12,357.67,358.49,364.86,360.14,355.17
678,357.05,357.02,357.81,358.53,357.94,360.11,357.65,358.49,364.95,360.28,355.41
679,356.99,356.98,357.79,358.52,357.93,360.09,357.65,358.49,365.11,360.42,355.77
680,356.94,356.94,357.77,358.51,357.92,360.09,357.64,358.49,365.26,360.54,356.13
681,356.9,356.91,357.75,358.51,357.91,360.08,357.63,358.49,365.36,360.68,356.36
682,356.87,356.88,357.75,358.5,357.9,360.07,357.64,358.48,365.46,360.8,356.59
683,356.83,356.85,357.74,358.47,357.9,360.06,357.63,358.47,365.55,360.99,356.81
684,356.79,356.82,357.72,358.45,357.88,360.03,357.62,358.47,365.65,361.17,357.02
685,356.75,356.79,357.71,358.44,357.87,360.03,357.61,358.46,365.74,361.28,357.23
686,356.72,356.77,357.7,358.43,357.87,360.02,357.61,358.46,365.83,361.4,357.44
687,356.68,356.73,357.68,358.42,357.86,360.01,357.6,358.46,365.93,361.53,357.64
688,356.62,356.7,357.66,358.42,357.85,360.0,357.6,358.46,366.06,361.66,357.92
689,356.56,356.64,357.64,358.4,357.83,360.0,357.58,358.45,366.19,361.78,358.2
690,356.52,356.62,357.63,358.39,357.82,359.98,357.58,358.46,366.28,361.9,358.39
691,356.5,356.6,357.62,358.37,357.82,359.96,357.57,358.45,366.37,362.04,358.57
692,356.45,356.57,357.61,358.36,357.81,359.96,357.56,358.44,366.46,362.2,358.74
693,356.42,356.54,357.6,358.34,357.81,359.94,357.57,358.44,366.56,362.36,358.92
694,356.37,356.51,357.58,358.33,357.79,359.93,357.56,358.44,366.65,362.48,359.1
695,356.34,356.48,357.57,358.33,357.79,359.93,357.55,358.43,366.74,362.62,359.29
696,356.31,356.45,357.55,358.31,357.78,359.92,357.55,358.44,366.82,362.74,359.46
697,356.24,356.41,357.54,358.31,357.77,359.9,357.54,358.43,366.96,362.86,359.73
698,356.18,356.36,357.51,358.3,357.76,359.89,357.53,358.43,367.1,363.0,359.99
699,356.15,356.33,357.5,358.29,357.74,359.89,357.52,358.43,367.19,363.11,360.16
700,356.1,356.3,357.48,358.27,357.73,359.88,357.51,358.42,367.27,363.23,360.33
701,356.06,356.26,357.46,358.25,357.72,359.86,357.5,358.42,367.36,363.4,360.5
702,356.02,356.22,357.44,358.23,357.7,359.84,357.48,358.41,367.44,363.59,360.67
703,355.98,356.2,357.44,358.23,357.71,359.83,357.49,358.41,367.55,363.72,360.86
704,355.95,356.16,357.42,358.22,357.69,359.83,357.49,358.41,367.62,363.82,361.03
705,355.9,356.13,357.39,358.21,357.68,359.82,357.47,358.41,367.7,363.92,361.2
706,355.85,356.08,357.38,358.2,357.66,359.81,357.47,358.41,367.84,364.04,361.44
707,355.79,356.03,357.35,358.18,357.65,359.8,357.45,358.41,367.97,364.16,361.69
708,355.75,356.0,357.34,358.17,357.64,359.79,357.45,358.41,368.06,364.27,361.85
709,355.72,355.98,357.34,358.15,357.64,359.78,357.45,358.4,368.15,364.38,362.03
710,355.7,355.95,357.31,358.15,357.63,359.76,357.45,358.4,368.24,364.5,362.2
711,355.66,355.94,357.31,358.12,357.63,359.76,357.45,358.39,368.32,364.69,362.37
712,355.63,355.9,357.29,358.11,357.62,359.74,357.44,358.39,368.4,364.89,362.52
713,355.58,355.86,357.26,358.09,357.61,359.73,357.43,358.39,368.48,365.0,362.69
714,355.55,355.84,357.26,358.08,357.6,359.72,357.43,358.39,368.57,365.13,362.86
715,355.49,355.8,357.23,358.07,357.59,359.71,357.42,358.39,368.69,365.26,363.09
716,355.43,355.75,357.21,358.06,357.58,359.71,357.42,358.39,368.82,365.38,363.33
717,355.41,355.73,357.2,358.05,357.57,359.69,357.42,358.4,368.89,365.5,363.48
718,355.37,355.69,357.19,358.04,357.57,359.7,357.42,358.4,368.98,365.64,363.64
719,355.33,355.67,357.17,358.03,357.56,359.68,357.41,358.4,369.05,365.79,363.8
720,355.29,355.64,357.14,358.0,357.54,359.65,357.4,358.39,369.12,365.96,363.94
721,355.25,355.6,357.13,358.0,357.53,359.66,357.39,358.39,369.21,366.08,364.1
722,355.21,355.57,357.11,357.98,357.53,359.66,357.4,358.4,369.28,366.2,364.25
723,355.18,355.54,357.09,357.97,357.51,359.65,357.39,358.39,369.35,366.33,364.39
724,355.12,355.49,357.07,357.96,357.5,359.64,357.39,358.4,369.48,366.45,364.6
725,355.08,355.46,357.05,357.95,357.5,359.62,357.38,358.39,369.59,366.58,364.81
726,355.03,355.41,357.03,357.94,357.48,359.62,357.38,358.4,369.68,366.68,364.95
727,355.0,355.39,357.01,357.93,357.47,359.61,357.38,358.4,369.75,366.8,365.08
728,354.96,355.35,357.0,357.91,357.46,359.59,357.36,358.4,369.83,366.95,365.2
729,354.92,355.33,356.99,357.89,357.45,359.58,357.37,358.4,369.91,367.1,365.33
730,354.9,355.3,356.97,357.88,357.44,359.57,357.36,358.4,369.98,367.23,365.47
731,354.85,355.27,356.96,357.87,357.43,359.56,357.36,358.4,370.05,367.33,365.63
732,354.82,355.24,356.94,357.86,357.42,359.55,357.36,358.4,370.11,367.44,365.8
733,354.77,355.19,356.92,357.85,357.42,359.55,357.35,358.4,370.23,367.6,366.06
734,354.72,355.15,356.89,357.83,357.4,359.54,357.35,358.4,370.34,367.74,366.34
735,354.69,355.12,356.87,357.83,357.39,359.54,357.34,358.41,370.4,367.88,366.52
736,354.64,355.09,356.86,357.82,357.39,359.52,357.34,358.41,370.47,368.03,366.68
737,354.61,355.06,356.84,357.8,357.38,359.51,357.35,358.4,370.56,368.19,366.86
738,354.59,355.04,356.84,357.8,357.38,359.5,357.35,358.41,370.64,368.39,367.02
739,354.55,355.01,356.81,357.78,357.36,359.49,357.33,358.41,370.69,368.59,367.16
740,354.51,354.98,356.8,357.77,357.35,359.49,357.33,358.42,370.76,368.71,367.3
741,354.47,354.94,356.78,357.76,357.34,359.47,357.33,358.42,370.82,368.83,367.44
742,354.41,354.89,356.75,357.76,357.32,359.46,357.31,358.43,370.93,368.94,367.63
743,354.34,354.84,356.72,357.74,357.29,359.46,357.29,358.42,371.04,369.04,367.8
744,354.3,354.82,356.7,357.73,357.28,359.44,357.29,358.42,371.1,369.14,367.92
745,354.27,354.78,356.68,357.73,357.29,359.45,357.28,358.43,371.17,369.28,368.03
746,354.24,354.76,356.66,357.72,357.27,359.43,357.27,358.43,371.24,369.47,368.13
747,354.19,354.72,356.65,357.69,357.26,359.42,357.27,358.44,371.31,369.69,368.24
748,354.15,354.7,356.64,357.68,357.25,359.41,357.27,358.44,371.38,369.84,368.34
749,354.13,354.66,356.62,357.68,357.24,359.41,357.26,358.45,371.45,369.97,368.44
750,354.08,354.63,356.6,357.65,357.22,359.39,357.25,358.44,371.51,370.07,368.53
751,354.03,354.59,356.57,357.65,357.21,359.39,357.25,358.46,371.6,370.16,368.67
752,353.98,354.56,356.56,357.63,357.2,359.38,357.24,358.45,371.7,370.23,368.79
753,353.94,354.52,356.53,357.62,357.19,359.37,357.24,358.45,371.76,370.29,368.89
754,353.91,354.49,356.52,357.62,357.18,359.37,357.23,358.45,371.82,370.36,368.96
755,353.86,354.46,356.5,357.59,357.16,359.35,357.22,358.45,371.88,370.48,369.07
756,353.83,354.43,356.49,357.58,357.16,359.34,357.22,358.46,371.96,370.62,369.16
757,353.8,354.39,356.47,357.57,357.15,359.34,357.22,358.47,372.02,370.68,369.27
758,353.76,354.37,356.46,357.56,357.14,359.33,357.22,358.47,372.09,370.75,369.37
759,353.73,354.35,356.44,357.54,357.13,359.32,357.21,358.47,372.15,370.83,369.47
760,353.69,354.31,356.43,357.53,357.13,359.32,357.21,358.47,372.26,370.9,369.64
761,353.64,354.28,356.41,357.52,357.13,359.3,357.2,358.48,372.37,370.97,369.8
762,353.61,354.24,356.4,357.51,357.1,359.3,357.2,358.49,372.43,371.02,369.89
763,353.56,354.21,356.37,357.5,357.1,359.29,357.19,358.49,372.5,371.07,369.98
764,353.53,354.18,356.36,357.48,357.09,359.28,357.19,358.49,372.56,371.13,370.09
765,353.5,354.16,356.34,357.46,357.08,359.27,357.18,358.5,372.63,371.22,370.19
766,353.45,354.11,356.31,357.45,357.06,359.27,357.17,358.51,372.69,371.28,370.3
767,353.42,354.09,356.3,357.44,357.06,359.26,357.17,358.51,372.77,371.31,370.41
768,353.39,354.07,356.29,357.43,357.05,359.25,357.16,358.52,372.84,371.35,370.52
769,353.34,354.02,356.27,357.41,357.04,359.24,357.15,358.52,372.93,371.4,370.7
770,353.29,353.98,356.26,357.41,357.03,359.24,357.14,358.52,373.03,371.45,370.87
771,353.26,353.95,356.24,357.4,357.01,359.24,357.15,358.53,373.11,371.5,370.99
772,353.22,353.92,356.22,357.37,357.0,359.23,357.14,358.52,373.18,371.55,371.1
773,353.19,353.89,356.2,357.36,356.99,359.22,357.14,358.54,373.25,371.65,371.22
774,353.16,353.86,356.19,357.35,356.99,359.22,357.14,358.56,373.32,371.75,371.34
775,353.12,353.84,356.17,357.34,356.98,359.21,357.13,358.55,373.38,371.82,371.46
776,353.08,353.81,356.15,357.33,356.97,359.21,357.13,358.56,373.44,371.91,371.57
777,353.05,353.78,356.14,357.32,356.95,359.2,357.13,358.57,373.52,371.98,371.68
778,353.0,353.74,356.12,357.31,356.94,359.19,357.12,358.58,373.61,372.06,371.83
779,352.96,353.7,356.1,357.3,356.93,359.19,357.12,358.58,373.71,372.13,371.98
780,352.92,353.67,356.07,357.28,356.92,359.18,357.1,358.58,373.78,372.21,372.08
781,352.89,353.64,356.06,357.27,356.91,359.17,357.11,358.59,373.84,372.28,372.18
782,352.85,353.61,356.03,357.26,356.9,359.16,357.1,358.6,373.9,372.37,372.28
783,352.82,353.58,356.03,357.25,356.9,359.15,357.1,358.61,373.96,372.46,372.38
784,352.79,353.56,356.01,357.23,356.89,359.14,357.1,358.61,374.03,372.53,372.49
785,352.76,353.54,356.0,357.22,356.88,359.15,357.1,358.62,374.09,372.6,372.61
786,352.7,353.49,355.97,357.21,356.85,359.13,357.09,358.63,374.18,372.68,372.77
787,352.65,353.45,355.94,357.19,356.84,359.12,357.09,358.63,374.28,372.75,372.93
788,352.63,353.43,355.93,357.18,356.83,359.11,357.08,358.64,374.34,372.82,373.02
789,352.6,353.41,355.92,357.17,356.83,359.1,357.08,358.64,374.4,372.9,373.12
790,352.57,353.38,355.9,357.16,356.81,359.1,357.08,358.65,374.46,372.98,373.22
791,352.53,353.35,355.88,357.14,356.81,359.09,357.07,358.65,374.52,373.1,373.3
792,352.5,353.32,355.87,357.12,356.79,359.06,357.06,358.65,374.58,373.21,373.38
793,352.47,353.29,355.85,357.11,356.78,359.06,357.07,358.67,374.64,373.28,373.47
794,352.42,353.26,355.82,357.09,356.76,359.06,357.06,358.67,374.68,373.35,373.53
795,352.39,353.22,355.8,357.08,356.75,359.05,357.05,358.68,374.73,373.42,373.62
796,352.34,353.19,355.78,357.07,356.74,359.04,357.05,358.69,374.82,373.5,373.76
797,352.3,353.15,355.75,357.07,356.73,359.05,357.04,358.7,374.92,373.59,373.89
798,352.27,353.13,355.75,357.06,356.72,359.03,357.04,358.7,374.97,373.67,374.0
799,352.24,353.1,355.74,357.04,356.71,359.02,357.04,358.71,375.03,373.75,374.08
800,352.22,353.07,355.71,357.02,356.7,359.01,357.03,358.72,375.08,373.87,374.16
801,352.18,353.04,355.69,357.01,356.69,358.99,357.03,358.74,375.14,374.0,374.25
802,352.15,353.02,355.69,356.99,356.68,358.99,357.03,358.74,375.2,374.1,374.34
803,352.12,352.99,355.67,356.98,356.68,358.98,357.02,358.74,375.26,374.19,374.45
804,352.09,352.96,355.65,356.97,356.66,358.98,357.02,358.76,375.31,374.28,374.54
805,352.05,352.93,355.63,356.96,356.65,358.98,357.02,358.76,375.4,374.38,374.68
806,352.0,352.88,355.6,356.95,356.63,358.96,357.01,358.77,375.48,374.47,374.82
807,351.97,352.85,355.59,356.93,356.62,358.96,357.01,358.77,375.53,374.56,374.91
808,351.94,352.83,355.57,356.93,356.62,358.96,357.01,358.78,375.6,374.65,375.0
809,351.91,352.8,355.56,356.91,356.6,358.95,357.0,358.8,375.64,374.74,375.08
810,351.87,352.77,355.54,356.89,356.59,358.94,356.99,358.81,375.68,374.86,375.14
811,351.84,352.75,355.52,356.88,356.59,358.94,357.01,358.83,375.75,374.99,375.23
812,351.81,352.72,355.52,356.87,356.57,358.92,357.0,358.83,375.81,375.07,375.3
813,351.78,352.69,355.49,356.85,356.56,358.92,356.99,358.84,375.86,375.15,375.37
814,351.74,352.66,355.48,356.85,356.56,358.91,356.99,358.85,375.95,375.23,375.5
815,351.69,352.62,355.45,356.84,356.53,358.92,356.99,358.87,376.04,375.32,375.61
816,351.66,352.59,355.43,356.82,356.52,358.9,356.98,358.87,376.09,375.41,375.68
817,351.64,352.57,355.42,356.81,356.51,358.9,356.98,358.88,376.15,375.5,375.75
818,351.6,352.54,355.4,356.8,356.5,358.89,356.99,358.89,376.19,375.62,375.82
819,351.58,352.52,355.39,356.78,356.5,358.88,356.98,358.91,376.25,375.74,375.88
820,351.55,352.49,355.37,356.77,356.49,358.87,356.98,358.91,376.3,375.83,375.95
821,351.52,352.46,355.37,356.75,356.48,358.86,356.98,358.93,376.35,375.9,376.01
822,351.49,352.45,355.35,356.74,356.47,358.86,356.98,358.94,376.4,375.98,376.09
823,351.45,352.4,355.32,356.73,356.45,358.85,356.98,358.94,376.48,376.06,376.19
824,351.4,352.37,355.3,356.72,356.43,358.84,356.97,358.96,376.57,376.14,376.31
825,351.38,352.35,355.29,356.7,356.44,358.84,356.98,358.96,376.63,376.22,376.39
826,351.34,352.32,355.26,356.71,356.42,358.83,356.97,358.98,376.68,376.3,376.47
827,351.32,352.29,355.25,356.69,356.42,358.84,356.96,359.0,376.73,376.42,376.54
828,351.29,352.27,355.23,356.67,356.41,358.83,356.97,359.02,376.77,376.55,376.63
829,351.26,352.24,355.22,356.66,356.39,358.81,356.97,359.03,376.83,376.63,376.7
830,351.23,352.22,355.2,356.65,356.39,358.81,356.97,359.03,376.89,376.71,376.79
831,351.2,352.19,355.19,356.64,356.37,358.8,356.96,359.05,376.93,376.79,376.86
832,351.16,352.15,355.16,356.63,356.36,358.79,356.96,359.06,377.02,376.87,376.98
833,351.11,352.11,355.14,356.61,356.35,358.79,356.96,359.06,377.1,376.95,377.12
834,351.09,352.1,355.13,356.6,356.35,358.77,356.97,359.07,377.16,377.05,377.22
835,351.08,352.08,355.12,356.58,356.34,358.77,356.97,359.08,377.21,377.14,377.31
836,351.04,352.06,355.1,356.57,356.33,358.76,356.97,359.1,377.28,377.25,377.4
837,351.02,352.03,355.09,356.55,356.32,358.76,356.97,359.13,377.32,377.35,377.5
838,350.98,352.0,355.07,356.54,356.31,358.75,356.97,359.12,377.36,377.41,377.61
839,350.96,351.98,355.05,356.52,356.29,358.73,356.97,359.13,377.42,377.47,377.72
840,350.93,351.96,355.04,356.51,356.3,358.73,356.97,359.14,377.48,377.52,377.84
841,350.89,351.93,355.01,356.49,356.28,358.73,356.97,359.15,377.56,377.58,377.98
842,350.85,351.88,354.98,356.49,356.27,358.71,356.97,359.17,377.65,377.63,378.12
843,350.82,351.85,354.96,356.47,356.25,358.7,356.97,359.17,377.7,377.69,378.22
844,350.8,351.84,354.95,356.45,356.24,358.7,356.97,359.19,377.75,377.75,378.31
845,350.77,351.81,354.94,356.44,356.23,358.69,356.97,359.21,377.8,377.85,378.41
846,350.74,351.78,354.92,356.42,356.23,358.68,356.98,359.23,377.85,377.93,378.52
847,350.72,351.76,354.9,356.41,356.22,358.67,356.97,359.24,377.91,377.99,378.6
848,350.69,351.74,354.88,356.41,356.21,358.68,356.97,359.26,377.95,378.05,378.69
849,350.65,351.7,354.86,356.39,356.19,358.66,356.98,359.27,378.01,378.1,378.79
850,350.62,351.67,354.84,356.38,356.18,358.65,356.97,359.28,378.08,378.16,378.93
851,350.57,351.63,354.82,356.38,356.16,358.65,356.97,359.3,378.16,378.24,379.07
852,350.55,351.61,354.8,356.37,356.15,358.64,356.96,359.31,378.21,378.3,379.17
853,350.52,351.58,354.78,356.35,356.14,358.65,356.98,359.32,378.26,378.38,379.26
854,350.5,351.57,354.77,356.34,356.14,358.63,356.98,359.34,378.33,378.48,379.35
855,350.48,351.54,354.76,356.31,356.14,358.62,356.98,359.36,378.39,378.58,379.44
856,350.44,351.51,354.73,356.31,356.11,358.61,356.98,359.37,378.42,378.64,379.5
857,350.42,351.5,354.73,356.3,356.11,358.6,356.98,359.38,378.48,378.71,379.58
858,350.38,351.47,354.71,356.29,356.1,358.6,356.98,359.4,378.57,378.79,379.69
859,350.34,351.44,354.68,356.28,356.09,358.58,356.98,359.41,378.65,378.86,379.8
860,350.31,351.4,354.67,356.27,356.08,358.58,356.98,359.43,378.71,378.94,379.88
861,350.29,351.39,354.66,356.26,356.07,358.58,356.98,359.45,378.75,379.02,379.93
862,350.26,351.36,354.64,356.25,356.06,358.57,356.97,359.46,378.79,379.09,380.0
863,350.22,351.34,354.62,356.23,356.05,358.56,356.97,359.47,378.84,379.2,380.05
864,350.2,351.31,354.6,356.21,356.03,358.56,356.97,359.5,378.89,379.3,380.1
865,350.18,351.29,354.59,356.2,356.03,358.55,356.98,359.51,378.95,379.36,380.15
866,350.14,351.27,354.58,356.2,356.02,358.55,356.98,359.52,379.0,379.43,380.2
867,350.12,351.25,354.57,356.18,356.01,358.55,356.98,359.53,379.06,379.5,380.25
868,350.08,351.22,354.54,356.18,356.0,358.54,356.98,359.55,379.13,379.57,380.34
869,350.04,351.19,354.52,356.17,355.99,358.53,356.98,359.57,379.2,379.65,380.44
870,350.0,351.16,354.5,356.15,355.98,358.51,356.98,359.58,379.23,379.73,380.51
871,349.98,351.14,354.48,356.14,355.97,358.51,356.98,359.59,379.29,379.81,380.57
872,349.96,351.12,354.48,356.13,355.96,358.5,356.98,359.62,379.34,379.94,380.63
873,349.93,351.1,354.46,356.11,355.96,358.5,356.98,359.63,379.4,380.05,380.7
874,349.9,351.08,354.45,356.09,355.95,358.49,356.98,359.65,379.45,380.13,380.76
875,349.88,351.05,354.43,356.09,355.94,358.49,356.98,359.66,379.5,380.19,380.82
876,349.85,351.03,354.42,356.08,355.93,358.48,356.97,359.68,379.54,380.26,380.86
877,349.8,350.99,354.39,356.07,355.91,358.48,356.96,359.7,379.61,380.34,380.91
878,349.76,350.96,354.36,356.06,355.9,358.47,356.96,359.71,379.68,380.42,381.0
879,349.73,350.94,354.35,356.06,355.88,358.48,356.96,359.74,379.72,380.48,381.04
880,349.7,350.92,354.34,356.05,355.88,358.47,356.97,359.75,379.77,380.56,381.08
881,349.68,350.9,354.34,356.03,355.88,358.46,356.97,359.77,379.82,380.66,381.13
882,349.66,350.88,354.31,356.01,355.86,358.45,356.96,359.8,379.88,380.75,381.18
883,349.63,350.86,354.31,356.0,355.86,358.45,356.96,359.81,379.93,380.81,381.25
884,349.61,350.84,354.29,356.0,355.85,358.45,356.97,359.84,379.98,380.89,381.31
885,349.57,350.82,354.27,355.98,355.84,358.45,356.96,359.85,380.01,380.96,381.37
886,349.54,350.77,354.24,355.97,355.82,358.44,356.95,359.86,380.08,381.04,381.49
887,349.5,350.74,354.23,355.96,355.81,358.44,356.95,359.89,380.17,381.12,381.59
888,349.47,350.72,354.21,355.95,355.81,358.43,356.95,359.9,380.22,381.2,381.65
889,349.45,350.71,354.2,355.93,355.81,358.43,356.96,359.91,380.28,381.26,381.73
890,349.43,350.68,354.19,355.93,355.79,358.42,356.96,359.94,380.32,381.33,381.8
891,349.4,350.66,354.17,355.91,355.78,358.41,356.97,359.96,380.37,381.41,381.87
892,349.38,350.64,354.15,355.89,355.77,358.41,356.95,359.97,380.42,381.46,381.93
893,349.35,350.6,354.14,355.88,355.75,358.4,356.96,359.99,380.47,381.51,381.99
894,349.31,350.58,354.12,355.87,355.75,358.4,356.96,360.0,380.54,381.57,382.09
895,349.28,350.55,354.11,355.84,355.74,358.38,356.97,360.02,380.6,381.63,382.17
896,349.25,350.52,354.09,355.84,355.72,358.39,356.97,360.04,380.65,381.69,382.21
897,349.22,350.5,354.07,355.82,355.72,358.38,356.97,360.05,380.7,381.75,382.25
898,349.2,350.48,354.06,355.81,355.71,358.37,356.97,360.05,380.74,381.79,382.3
899,349.17,350.45,354.04,355.79,355.69,358.36,356.97,360.08,380.79,381.88,382.33
900,349.15,350.44,354.02,355.78,355.69,358.35,356.97,360.1,380.84,381.94,382.37
901,349.12,350.41,354.01,355.78,355.68,358.37,356.97,360.14,380.88,381.98,382.41
902,349.1,350.39,354.0,355.76,355.67,358.35,356.97,360.15,380.92,382.0,382.43
903,349.07,350.36,353.97,355.75,355.66,358.35,356.97,360.16,380.96,382.03,382.47
904,349.04,350.33,353.95,355.75,355.65,358.35,356.99,360.18,381.03,382.06,382.54
905,349.0,350.3,353.93,355.73,355.64,358.34,356.99,360.2,381.11,382.1,382.6
906,348.98,350.28,353.91,355.73,355.62,358.34,356.99,360.22,381.15,382.12,382.64
907,348.95,350.26,353.9,355.71,355.61,358.33,356.99,360.24,381.19,382.16,382.69
