Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,h,flux,abs,surf
20,358.77,358.19,358.66,359.52,358.68,360.81,358.04,358.79,358.46,333.51,0.1575,25900,100,0.98
21,358.75,358.15,358.63,359.48,358.64,360.76,358.03,358.78,358.61,333.86,0.1575,25900,100,0.98
22,358.73,358.13,358.61,359.44,358.6,360.73,358.03,358.78,358.72,334.11,0.1575,25900,100,0.98
23,358.7,358.11,358.58,359.42,358.56,360.7,358.03,358.77,358.84,334.35,0.1575,25900,100,0.98
24,358.69,358.09,358.56,359.39,358.53,360.67,358.02,358.76,358.98,334.61,0.1575,25900,100,0.98
25,358.66,358.07,358.53,359.36,358.52,360.65,358.02,358.76,359.12,334.89,0.1575,25900,100,0.98
26,358.64,358.06,358.52,359.34,358.5,360.63,358.01,358.76,359.25,335.2,0.1575,25900,100,0.98
27,358.62,358.04,358.49,359.31,358.48,360.61,358.01,358.76,359.38,335.52,0.1575,25900,100,0.98
28,358.6,358.01,358.47,359.27,358.45,360.59,358.0,358.76,359.5,335.84,0.1575,25900,100,0.98
29,358.56,358.0,358.44,359.25,358.43,360.56,358.0,358.76,359.71,336.31,0.1575,25900,100,0.98
30,358.54,357.98,358.41,359.2,358.41,360.53,357.99,358.76,359.92,336.77,0.1575,25900,100,0.98
31,358.52,357.97,358.37,359.19,358.38,360.52,357.98,358.77,360.04,337.09,0.1575,25900,100,0.98
32,358.5,357.95,358.35,359.17,358.37,360.53,357.97,358.77,360.16,337.42,0.1575,25900,100,0.98
33,358.48,357.94,358.34,359.14,358.36,360.5,357.98,358.76,360.29,337.75,0.1575,25900,100,0.98
34,358.46,357.94,358.32,359.12,358.34,360.49,357.97,358.75,360.38,338.06,0.1575,25900,100,0.98
35,358.45,357.94,358.29,359.1,358.33,360.48,357.96,358.75,360.48,338.35,0.1575,25900,100,0.98
36,358.43,357.92,358.28,359.09,358.32,360.48,357.96,358.74,360.57,338.62,0.1575,25900,100,0.98
37,358.41,357.92,358.26,359.06,358.31,360.46,357.95,358.72,360.67,338.91,0.1575,25900,100,0.98
38,358.38,357.9,358.24,359.03,358.3,360.44,357.94,358.71,360.83,339.39,0.1575,25900,100,0.98
39,358.37,357.89,358.22,359.01,358.28,360.42,357.94,358.72,360.99,339.87,0.1575,25900,100,0.98
40,358.35,357.89,358.2,358.99,358.27,360.41,357.94,358.7,361.09,340.22,0.1575,25900,100,0.98
41,358.34,357.88,358.19,358.97,358.27,360.41,357.94,358.69,361.18,340.55,0.1575,25900,100,0.98
42,358.32,357.87,358.17,358.95,358.25,360.4,357.93,358.69,361.29,340.88,0.1575,25900,100,0.98
43,358.3,357.86,358.17,358.94,358.25,360.39,357.92,358.68,361.42,341.22,0.1575,25900,100,0.98
44,358.28,357.85,358.15,358.91,358.24,360.38,357.92,358.67,361.56,341.56,0.1575,25900,100,0.98
45,358.26,357.84,358.13,358.9,358.23,360.37,357.91,358.67,361.69,341.9,0.1575,25900,100,0.98
46,358.25,357.83,358.12,358.88,358.22,360.36,357.9,358.66,361.8,342.23,0.1575,25900,100,0.98
47,358.2,357.8,358.09,358.86,358.19,360.34,357.87,358.66,361.97,342.72,0.1575,25900,100,0.98
48,358.15,357.77,358.07,358.83,358.18,360.34,357.86,358.65,362.13,343.2,0.1575,25900,100,0.98
49,358.12,357.76,358.07,358.82,358.17,360.32,357.86,358.65,362.24,343.53,0.1575,25900,100,0.98
50,358.09,357.73,358.06,358.8,358.16,360.3,357.85,358.64,362.35,343.85,0.1575,25900,100,0.98
51,358.06,357.71,358.03,358.79,358.15,360.3,357.83,358.63,362.46,344.19,0.1575,25900,100,0.98
52,358.03,357.68,358.02,358.78,358.14,360.29,357.82,358.64,362.56,344.51,0.1575,25900,100,0.98
53,357.99,357.66,358.01,358.76,358.13,360.28,357.82,358.63,362.67,344.84,0.1575,25900,100,0.98
54,357.96,357.64,357.99,358.74,358.12,360.27,357.83,358.63,362.77,345.15,0.1575,25900,100,0.98
55,357.92,357.61,357.98,358.73,358.12,360.26,357.82,358.62,362.87,345.48,0.1575,25900,100,0.98
56,357.87,357.57,357.95,358.71,358.09,360.24,357.79,358.61,363.04,345.92,0.1575,25900,100,0.98
57,357.82,357.54,357.93,358.68,358.09,360.22,357.78,358.6,363.21,346.37,0.1575,25900,100,0.98
58,357.79,357.52,357.92,358.67,358.07,360.21,357.78,358.6,363.31,346.66,0.1575,25900,100,0.98
59,357.75,357.49,357.91,358.66,358.07,360.2,357.77,358.58,363.41,346.96,0.1575,25900,100,0.98
60,357.72,357.47,357.9,358.64,358.05,360.2,357.76,358.58,363.5,347.27,0.1575,25900,100,0.98
61,357.69,357.46,357.89,358.63,358.05,360.18,357.76,358.57,363.62,347.58,0.1575,25900,100,0.98
62,357.65,357.43,357.87,358.62,358.04,360.18,357.75,358.57,363.75,347.87,0.1575,25900,100,0.98
63,357.61,357.4,357.85,358.6,358.03,360.16,357.74,358.56,363.86,348.16,0.1575,25900,100,0.98
64,357.58,357.39,357.85,358.59,358.02,360.15,357.74,358.55,363.97,348.45,0.1575,25900,100,0.98
65,357.54,357.35,357.83,358.57,358.02,360.14,357.72,358.54,364.13,348.87,0.1575,25900,100,0.98
66,357.48,357.32,357.81,358.55,358.0,360.12,357.72,358.53,364.29,349.28,0.1575,25900,100,0.98
67,357.46,357.3,357.8,358.54,358.0,360.12,357.71,358.52,364.4,349.55,0.1575,25900,100,0.98
68,357.42,357.27,357.79,358.54,357.98,360.1,357.7,358.52,364.49,349.83,0.1575,25900,100,0.98
69,357.38,357.25,357.79,358.52,357.98,360.1,357.7,358.51,364.59,350.1,0.1575,25900,100,0.98
70,357.35,357.24,357.77,358.5,357.97,360.09,357.7,358.5,364.68,350.37,0.1575,25900,100,0.98
71,357.31,357.21,357.76,358.48,357.96,360.08,357.68,358.49,364.78,350.64,0.1575,25900,100,0.98
72,357.27,357.19,357.75,358.47,357.95,360.07,357.68,358.49,364.87,350.9,0.1575,25900,100,0.98
73,357.24,357.15,357.73,358.46,357.94,360.05,357.66,358.48,364.97,351.16,0.1575,25900,100,0.98
74,357.18,357.12,357.71,358.45,357.93,360.05,357.65,358.48,365.1,351.55,0.1575,25900,100,0.98
75,357.13,357.08,357.69,358.44,357.91,360.04,357.63,358.47,365.22,351.92,0.1575,25900,100,0.98
76,357.08,357.04,357.67,358.41,357.88,360.03,357.62,358.46,365.31,352.17,0.1575,25900,100,0.98
77,357.05,357.02,357.65,358.4,357.88,360.02,357.62,358.46,365.41,352.41,0.1575,25900,100,0.98
78,357.01,356.99,357.65,358.39,357.88,360.01,357.61,358.46,365.51,352.66,0.1575,25900,100,0.98
79,356.98,356.96,357.64,358.39,357.86,359.99,357.61,358.46,365.61,352.89,0.1575,25900,100,0.98
80,356.94,356.95,357.63,358.38,357.86,359.99,357.61,358.46,365.72,353.13,0.1575,25900,100,0.98
81,356.9,356.92,357.62,358.37,357.85,359.98,357.59,358.45,365.82,353.35,0.1575,25900,100,0.98
82,356.88,356.88,357.61,358.34,357.84,359.97,357.59,358.45,365.9,353.59,0.1575,25900,100,0.98
83,356.81,356.84,357.59,358.33,357.83,359.95,357.58,358.45,366.04,353.95,0.1575,25900,100,0.98
84,356.75,356.79,357.56,358.31,357.8,359.94,357.56,358.44,366.18,354.28,0.1575,25900,100,0.98
85,356.72,356.77,357.56,358.31,357.81,359.94,357.56,358.44,366.28,354.51,0.1575,25900,100,0.98
86,356.68,356.74,357.55,358.3,357.79,359.92,357.56,358.44,366.36,354.72,0.1575,25900,100,0.98
87,356.64,356.71,357.53,358.28,357.78,359.92,357.55,358.44,366.45,354.92,0.1575,25900,100,0.98
88,356.6,356.69,357.52,358.27,357.77,359.91,357.54,358.44,366.54,355.13,0.1575,25900,100,0.98
89,356.57,356.66,357.51,358.27,357.77,359.89,357.54,358.43,366.63,355.34,0.1575,25900,100,0.98
90,356.52,356.64,357.5,358.25,357.76,359.89,357.53,358.43,366.71,355.53,0.1575,25900,100,0.98
91,356.49,356.61,357.49,358.24,357.75,359.88,357.54,358.43,366.8,355.71,0.1575,25900,100,0.98
92,356.43,356.57,357.47,358.23,357.73,359.87,357.52,358.42,366.94,356.01,0.1575,25900,100,0.98
93,356.37,356.53,357.44,358.2,357.71,359.84,357.51,358.41,367.06,356.3,0.1575,25900,100,0.98
94,356.33,356.5,357.43,358.18,357.71,359.83,357.51,358.41,367.16,356.53,0.1575,25900,100,0.98
95,356.3,356.47,357.42,358.18,357.71,359.82,357.5,358.4,367.24,356.74,0.1575,25900,100,0.98
96,356.26,356.45,357.4,358.16,357.69,359.82,357.5,358.4,367.32,356.94,0.1575,25900,100,0.98
97,356.22,356.43,357.4,358.15,357.7,359.81,357.49,358.4,367.41,357.15,0.1575,25900,100,0.98
98,356.19,356.4,357.39,358.14,357.68,359.79,357.48,358.4,367.51,357.32,0.1575,25900,100,0.98
99,356.15,356.37,357.37,358.13,357.66,359.79,357.48,358.4,367.59,357.49,0.1575,25900,100,0.98
100,356.1,356.34,357.36,358.12,357.67,359.79,357.48,358.39,367.66,357.65,0.1575,25900,100,0.98
101,356.05,356.29,357.34,358.11,357.65,359.77,357.47,358.39,367.78,357.89,0.1575,25900,100,0.98
102,355.99,356.24,357.32,358.09,357.63,359.76,357.46,358.39,367.89,358.14,0.1575,25900,100,0.98
103,355.96,356.22,357.31,358.07,357.63,359.76,357.46,358.39,367.98,358.32,0.1575,25900,100,0.98
104,355.92,356.18,357.3,358.07,357.63,359.76,357.46,358.38,368.06,358.48,0.1575,25900,100,0.98
105,355.88,356.15,357.29,358.07,357.61,359.74,357.46,358.39,368.14,358.67,0.1575,25900,100,0.98
106,355.85,356.13,357.28,358.06,357.61,359.74,357.45,358.39,368.22,358.85,0.1575,25900,100,0.98
107,355.81,356.1,357.26,358.05,357.6,359.72,357.45,358.37,368.29,359.04,0.1575,25900,100,0.98
108,355.78,356.07,357.25,358.03,357.59,359.72,357.44,358.38,368.38,359.2,0.1575,25900,100,0.98
109,355.74,356.04,357.23,358.02,357.58,359.7,357.42,358.37,368.46,359.36,0.1575,25900,100,0.98
110,355.67,355.98,357.2,358.0,357.55,359.7,357.4,358.38,368.58,359.61,0.1575,25900,100,0.98
111,355.62,355.94,357.18,357.99,357.55,359.68,357.41,358.37,368.71,359.86,0.1575,25900,100,0.98
112,355.59,355.91,357.16,357.97,357.54,359.67,357.4,358.37,368.78,360.01,0.1575,25900,100,0.98
113,355.55,355.88,357.15,357.97,357.53,359.66,357.39,358.37,368.85,360.16,0.1575,25900,100,0.98
114,355.51,355.84,357.13,357.95,357.52,359.66,357.38,358.36,368.94,360.32,0.1575,25900,100,0.98
115,355.47,355.81,357.11,357.95,357.51,359.65,357.37,358.37,369.01,360.46,0.1575,25900,100,0.98
116,355.43,355.79,357.11,357.95,357.5,359.64,357.36,358.37,369.09,360.61,0.1575,25900,100,0.98
117,355.39,355.76,357.08,357.93,357.49,359.63,357.37,358.36,369.16,360.76,0.1575,25900,100,0.98
118,355.35,355.73,357.06,357.92,357.49,359.63,357.36,358.36,369.23,360.91,0.1575,25900,100,0.98
119,355.3,355.69,357.05,357.91,357.48,359.62,357.35,358.36,369.34,361.16,0.1575,25900,100,0.98
120,355.24,355.64,357.03,357.89,357.47,359.6,357.34,358.37,369.46,361.42,0.1575,25900,100,0.98
121,355.21,355.61,357.01,357.89,357.46,359.6,357.34,358.36,369.53,361.59,0.1575,25900,100,0.98
122,355.16,355.58,357.0,357.88,357.45,359.6,357.34,358.37,369.61,361.77,0.1575,25900,100,0.98
123,355.14,355.55,356.98,357.87,357.44,359.58,357.33,358.36,369.68,361.93,0.1575,25900,100,0.98
124,355.1,355.53,356.97,357.85,357.45,359.57,357.33,358.36,369.77,362.09,0.1575,25900,100,0.98
125,355.05,355.5,356.95,357.85,357.43,359.57,357.33,358.36,369.85,362.24,0.1575,25900,100,0.98
126,355.02,355.47,356.94,357.84,357.42,359.56,357.32,358.36,369.91,362.39,0.1575,25900,100,0.98
127,354.98,355.43,356.92,357.82,357.42,359.54,357.31,358.35,369.97,362.55,0.1575,25900,100,0.98
128,354.92,355.39,356.9,357.8,357.39,359.53,357.3,358.35,370.08,362.77,0.1575,25900,100,0.98
129,354.87,355.35,356.87,357.78,357.39,359.52,357.29,358.36,370.18,362.98,0.1575,25900,100,0.98
130,354.84,355.31,356.86,357.77,357.37,359.51,357.28,358.35,370.26,363.13,0.1575,25900,100,0.98
131,354.81,355.29,356.85,357.76,357.37,359.5,357.28,358.35,370.32,363.28,0.1575,25900,100,0.98
132,354.75,355.24,356.82,357.75,357.36,359.49,357.27,358.35,370.4,363.44,0.1575,25900,100,0.98
133,354.72,355.21,356.81,357.74,357.34,359.48,357.26,358.34,370.46,363.58,0.1575,25900,100,0.98
134,354.69,355.18,356.79,357.73,357.33,359.47,357.25,358.35,370.54,363.73,0.1575,25900,100,0.98
135,354.65,355.15,356.78,357.71,357.31,359.46,357.25,358.34,370.6,363.86,0.1575,25900,100,0.98
136,354.61,355.12,356.75,357.71,357.31,359.46,357.24,358.35,370.67,364.0,0.1575,25900,100,0.98
137,354.56,355.07,356.74,357.69,357.3,359.44,357.24,358.35,370.78,364.2,0.1575,25900,100,0.98
138,354.51,355.03,356.71,357.68,357.29,359.43,357.23,358.35,370.9,364.41,0.1575,25900,100,0.98
139,354.48,355.01,356.71,357.66,357.28,359.42,357.23,358.35,370.97,364.56,0.1575,25900,100,0.98
140,354.45,354.98,356.69,357.67,357.28,359.42,357.23,358.36,371.04,364.7,0.1575,25900,100,0.98
141,354.41,354.94,356.67,357.65,357.27,359.41,357.22,358.36,371.11,364.84,0.1575,25900,100,0.98
142,354.37,354.92,356.66,357.64,357.26,359.4,357.21,358.37,371.19,364.99,0.1575,25900,100,0.98
143,354.33,354.88,356.65,357.62,357.25,359.39,357.2,358.37,371.26,365.12,0.1575,25900,100,0.98
144,354.3,354.85,356.62,357.62,357.23,359.39,357.2,358.37,371.32,365.25,0.1575,25900,100,0.98
145,354.27,354.82,356.61,357.6,357.24,359.38,357.19,358.37,371.4,365.38,0.1575,25900,100,0.98
146,354.21,354.78,356.59,357.59,357.22,359.37,357.19,358.38,371.51,365.54,0.1575,25900,100,0.98
147,354.16,354.74,356.57,357.57,357.2,359.36,357.18,358.37,371.62,365.7,0.1575,25900,100,0.98
148,354.12,354.71,356.54,357.56,357.19,359.35,357.18,358.38,371.68,365.8,0.1575,25900,100,0.98
149,354.09,354.68,356.53,357.56,357.19,359.35,357.17,358.39,371.75,365.92,0.1575,25900,100,0.98
150,354.05,354.65,356.51,357.54,357.18,359.34,357.16,358.38,371.81,366.03,0.1575,25900,100,0.98
151,354.01,354.62,356.5,357.53,357.16,359.32,357.15,358.39,371.87,366.13,0.1575,25900,100,0.98
152,353.98,354.59,356.49,357.52,357.17,359.31,357.16,358.39,371.95,366.24,0.1575,25900,100,0.98
153,353.95,354.57,356.47,357.51,357.16,359.3,357.14,358.39,372.02,366.34,0.1575,25900,100,0.98
154,353.92,354.54,356.46,357.51,357.14,359.31,357.14,358.39,372.09,366.44,0.1575,25900,100,0.98
155,353.86,354.49,356.43,357.48,357.13,359.29,357.14,358.4,372.18,366.62,0.1575,25900,100,0.98
156,353.81,354.45,356.41,357.47,357.11,359.27,357.13,358.41,372.28,366.8,0.1575,25900,100,0.98
157,353.77,354.42,356.4,357.47,357.11,359.27,357.12,358.4,372.34,366.93,0.1575,25900,100,0.98
158,353.73,354.39,356.38,357.46,357.1,359.26,357.11,358.41,372.41,367.05,0.1575,25900,100,0.98
159,353.7,354.35,356.36,357.44,357.09,359.25,357.11,358.41,372.47,367.17,0.1575,25900,100,0.98
160,353.66,354.33,356.34,357.43,357.08,359.24,357.1,358.41,372.54,367.27,0.1575,25900,100,0.98
161,353.63,354.3,356.34,357.42,357.08,359.23,357.11,358.41,372.61,367.39,0.1575,25900,100,0.98
162,353.6,354.28,356.33,357.4,357.07,359.22,357.1,358.42,372.67,367.49,0.1575,25900,100,0.98
163,353.56,354.25,356.32,357.4,357.07,359.22,357.1,358.42,372.73,367.6,0.1575,25900,100,0.98
164,353.52,354.2,356.29,357.38,357.05,359.21,357.09,358.42,372.83,367.75,0.1575,25900,100,0.98
165,353.47,354.17,356.26,357.36,357.03,359.2,357.08,358.43,372.93,367.91,0.1575,25900,100,0.98
166,353.42,354.13,356.25,357.36,357.03,359.18,357.08,358.43,372.98,368.02,0.1575,25900,100,0.98
167,353.39,354.1,356.23,357.34,357.02,359.18,357.07,358.44,373.04,368.14,0.1575,25900,100,0.98
168,353.36,354.08,356.22,357.33,357.01,359.17,357.08,358.44,373.12,368.28,0.1575,25900,100,0.98
169,353.33,354.05,356.2,357.32,357.01,359.17,357.07,358.45,373.18,368.42,0.1575,25900,100,0.98
170,353.29,354.01,356.18,357.32,356.99,359.17,357.06,358.45,373.23,368.55,0.1575,25900,100,0.98
171,353.25,353.99,356.16,357.31,356.98,359.16,357.05,358.46,373.3,368.68,0.1575,25900,100,0.98
172,353.21,353.96,356.14,357.29,356.97,359.15,357.05,358.46,373.37,368.8,0.1575,25900,100,0.98
173,353.17,353.91,356.12,357.27,356.95,359.15,357.05,358.47,373.46,368.99,0.1575,25900,100,0.98
174,353.13,353.88,356.09,357.25,356.95,359.14,357.05,358.47,373.56,369.19,0.1575,25900,100,0.98
175,353.1,353.85,356.08,357.23,356.94,359.13,357.06,358.48,373.63,369.32,0.1575,25900,100,0.98
176,353.07,353.83,356.06,357.22,356.93,359.12,357.05,358.47,373.68,369.45,0.1575,25900,100,0.98
177,353.03,353.79,356.04,357.21,356.92,359.12,357.05,358.49,373.75,369.56,0.1575,25900,100,0.98
178,353.0,353.76,356.03,357.2,356.9,359.11,357.04,358.48,373.82,369.68,0.1575,25900,100,0.98
179,352.97,353.74,356.02,357.19,356.9,359.1,357.06,358.49,373.88,369.79,0.1575,25900,100,0.98
180,352.93,353.71,355.99,357.17,356.88,359.1,357.04,358.5,373.95,369.88,0.1575,25900,100,0.98
181,352.9,353.68,355.97,357.18,356.87,359.09,357.04,358.5,374.0,369.97,0.1575,25900,100,0.98
182,352.84,353.63,355.94,357.14,356.85,359.08,357.03,358.5,374.09,370.11,0.1575,25900,100,0.98
183,352.8,353.59,355.92,357.13,356.84,359.07,357.02,358.51,374.18,370.27,0.1575,25900,100,0.98
184,352.77,353.57,355.91,357.12,356.83,359.06,357.02,358.52,374.25,370.35,0.1575,25900,100,0.98
185,352.73,353.54,355.9,357.1,356.82,359.06,357.02,358.52,374.29,370.45,0.1575,25900,100,0.98
186,352.69,353.51,355.88,357.09,356.81,359.05,357.0,358.52,374.36,370.56,0.1575,25900,100,0.98
187,352.66,353.49,355.86,357.07,356.8,359.04,357.0,358.53,374.42,370.65,0.1575,25900,100,0.98
188,352.63,353.46,355.85,357.06,356.8,359.03,357.0,358.54,374.49,370.75,0.1575,25900,100,0.98
189,352.59,353.44,355.83,357.05,356.79,359.03,357.01,358.54,374.54,370.85,0.1575,25900,100,0.98
190,352.57,353.41,355.81,357.04,356.79,359.02,356.99,358.56,374.59,370.95,0.1575,25900,100,0.98
191,352.51,353.37,355.8,357.02,356.77,359.01,356.99,358.56,374.69,371.08,0.1575,25900,100,0.98
192,352.47,353.34,355.78,357.01,356.75,359.0,356.98,358.57,374.78,371.2,0.1575,25900,100,0.98
193,352.43,353.3,355.76,356.99,356.74,358.99,356.97,358.58,374.83,371.3,0.1575,25900,100,0.98
194,352.4,353.27,355.74,356.98,356.73,358.98,356.97,358.58,374.89,371.39,0.1575,25900,100,0.98
195,352.36,353.25,355.73,356.97,356.72,358.97,356.97,358.58,374.94,371.47,0.1575,25900,100,0.98
196,352.32,353.22,355.71,356.95,356.71,358.97,356.98,358.59,375.01,371.58,0.1575,25900,100,0.98
197,352.31,353.2,355.69,356.95,356.7,358.96,356.97,358.61,375.08,371.67,0.1575,25900,100,0.98
198,352.27,353.17,355.69,356.94,356.7,358.95,356.97,358.61,375.14,371.77,0.1575,25900,100,0.98
199,352.25,353.15,355.67,356.92,356.7,358.95,356.97,358.62,375.19,371.88,0.1575,25900,100,0.98
200,352.2,353.1,355.64,356.91,356.67,358.94,356.96,358.63,375.27,372.01,0.1575,25900,100,0.98
201,352.14,353.06,355.61,356.89,356.65,358.93,356.94,358.64,375.35,372.16,0.1575,25900,100,0.98
202,352.11,353.02,355.59,356.88,356.64,358.93,356.94,358.65,375.41,372.26,0.1575,25900,100,0.98
203,352.09,353.01,355.58,356.88,356.64,358.91,356.95,358.66,375.47,372.34,0.1575,25900,100,0.98
204,352.06,352.99,355.57,356.87,356.63,358.91,356.94,358.66,375.53,372.43,0.1575,25900,100,0.98
205,352.03,352.95,355.55,356.85,356.62,358.9,356.95,358.67,375.6,372.51,0.1575,25900,100,0.98
206,352.0,352.93,355.52,356.84,356.61,358.91,356.94,358.68,375.65,372.58,0.1575,25900,100,0.98
207,351.96,352.9,355.51,356.83,356.59,358.9,356.94,358.69,375.7,372.66,0.1575,25900,100,0.98
208,351.94,352.87,355.49,356.82,356.58,358.89,356.94,358.7,375.75,372.75,0.1575,25900,100,0.98
209,351.9,352.83,355.47,356.81,356.57,358.88,356.94,358.72,375.84,372.87,0.1575,25900,100,0.98
210,351.84,352.79,355.45,356.78,356.57,358.87,356.94,358.73,375.93,372.97,0.1575,25900,100,0.98
211,351.83,352.77,355.44,356.77,356.56,358.87,356.93,358.73,375.99,373.02,0.1575,25900,100,0.98
212,351.79,352.74,355.42,356.77,356.55,358.86,356.94,358.75,376.04,373.06,0.1575,25900,100,0.98
213,351.76,352.72,355.41,356.77,356.54,358.85,356.94,358.76,376.09,373.1,0.1575,25900,100,0.98
214,351.73,352.69,355.39,356.75,356.52,358.84,356.93,358.76,376.14,373.12,0.1575,25900,100,0.98
215,351.7,352.66,355.37,356.73,356.51,358.84,356.93,358.77,376.19,373.14,0.1575,25900,100,0.98
216,351.67,352.65,355.36,356.72,356.51,358.83,356.93,358.78,376.25,373.17,0.1575,25900,100,0.98
217,351.66,352.62,355.35,356.71,356.5,358.82,356.94,358.79,376.31,373.21,0.1575,25900,100,0.98
218,351.6,352.58,355.33,356.69,356.48,358.81,356.93,358.8,376.37,373.26,0.1575,25900,100,0.98
219,351.55,352.54,355.3,356.68,356.46,358.81,356.92,358.82,376.44,373.35,0.1575,25900,100,0.98
220,351.53,352.51,355.27,356.68,356.46,358.8,356.91,358.83,376.49,373.43,0.1575,25900,100,0.98
221,351.5,352.49,355.27,356.66,356.45,358.79,356.93,358.84,376.55,373.5,0.1575,25900,100,0.98
222,351.47,352.46,355.25,356.66,356.45,358.79,356.92,358.86,376.62,373.56,0.1575,25900,100,0.98
223,351.44,352.44,355.24,356.64,356.43,358.78,356.91,358.87,376.68,373.62,0.1575,25900,100,0.98
224,351.41,352.42,355.22,356.63,356.42,358.78,356.91,358.88,376.74,373.68,0.1575,25900,100,0.98
225,351.38,352.39,355.21,356.63,356.41,358.78,356.9,358.9,376.79,373.75,0.1575,25900,100,0.98
226,351.35,352.36,355.19,356.61,356.4,358.76,356.9,358.91,376.84,373.83,0.1575,25900,100,0.98
227,351.3,352.32,355.16,356.59,356.38,358.76,356.9,358.92,376.92,373.96,0.1575,25900,100,0.98
228,351.26,352.28,355.14,356.58,356.38,358.76,356.91,358.95,377.02,374.1,0.1575,25900,100,0.98
229,351.24,352.27,355.14,356.57,356.38,358.75,356.9,358.95,377.08,374.18,0.1575,25900,100,0.98
230,351.2,352.25,355.12,356.56,356.37,358.74,356.9,358.96,377.14,374.25,0.1575,25900,100,0.98
231,351.18,352.22,355.11,356.54,356.36,358.73,356.9,358.96,377.2,374.31,0.1575,25900,100,0.98
232,351.14,352.2,355.08,356.53,356.34,358.73,356.89,358.98,377.24,374.36,0.1575,25900,100,0.98
233,351.11,352.16,355.06,356.52,356.33,358.71,356.89,358.99,377.3,374.41,0.1575,25900,100,0.98
234,351.09,352.14,355.05,356.51,356.32,358.71,356.89,358.99,377.36,374.47,0.1575,25900,100,0.98
235,351.06,352.11,355.04,356.49,356.32,358.7,356.88,359.0,377.41,374.55,0.1575,25900,100,0.98
236,351.02,352.09,355.02,356.48,356.31,358.69,356.88,359.02,377.48,374.64,0.1575,25900,100,0.98
237,350.97,352.04,354.99,356.46,356.29,358.68,356.88,359.04,377.56,374.74,0.1575,25900,100,0.98
238,350.94,352.02,354.98,356.44,356.28,358.67,356.88,359.05,377.62,374.8,0.1575,25900,100,0.98
239,350.91,352.0,354.96,356.43,356.27,358.67,356.87,359.07,377.68,374.9,0.1575,25900,100,0.98
240,350.89,351.98,354.96,356.43,356.27,358.67,356.87,359.08,377.73,374.98,0.1575,25900,100,0.98
241,350.86,351.94,354.93,356.42,356.25,358.66,356.88,359.09,377.79,375.06,0.1575,25900,100,0.98
242,350.83,351.92,354.91,356.4,356.24,358.66,356.88,359.1,377.83,375.15,0.1575,25900,100,0.98
243,350.8,351.9,354.9,356.39,356.24,358.65,356.87,359.12,377.89,375.23,0.1575,25900,100,0.98
244,350.76,351.87,354.88,356.38,356.22,358.64,356.87,359.12,377.97,375.36,0.1575,25900,100,0.98
245,350.72,351.82,354.85,356.36,356.2,358.63,356.87,359.14,378.05,375.47,0.1575,25900,100,0.98
246,350.69,351.8,354.83,356.35,356.2,358.62,356.86,359.16,378.1,375.55,0.1575,25900,100,0.98
